Chromadorea	MIR-54
Chromadorea	MIR-77
Chromadorea	MIR-791
Chromadorea	MIR-86
A.aegypti	MIR-11893
A.aegypti	MIR-11895
A.aegypti	MIR-11899
A.aegypti	MIR-11900
A.aegypti	MIR-11911
A.aegypti	MIR-2941
A.carolinensis	MIR-5396
A.carolinensis	MIR-5397
A.carolinensis	MIR-5399
A.carolinensis	MIR-5402
A.carolinensis	MIR-5405
A.carolinensis	MIR-5406
A.carolinensis	MIR-5407
A.carolinensis	MIR-5408
A.carolinensis	MIR-5412
A.carolinensis	MIR-5417
A.carolinensis	MIR-5426
A.carolinensis	MIR-5435
A.carolinensis	MIR-5436
A.carolinensis	MIR-5452
A.carolinensis	MIR-9572
A.carolinensis	MIR-9573
A.carolinensis	MIR-9574
A.carolinensis	MIR-9576
A.digitifera	Adi-NOVEL-1
A.digitifera	Adi-NOVEL-10
A.digitifera	Adi-NOVEL-11
A.digitifera	Adi-NOVEL-12
A.digitifera	Adi-NOVEL-2
A.digitifera	Adi-NOVEL-3
A.digitifera	Adi-NOVEL-4
A.digitifera	Adi-NOVEL-5
A.digitifera	Adi-NOVEL-6
A.digitifera	Adi-NOVEL-7
A.digitifera	Adi-NOVEL-8
A.digitifera	Adi-NOVEL-9
A.gambiae	Aga-NOVEL-1
A.gambiae	MIR-10355
A.gambiae	MIR-10378
A.mississippiensis	MIR-9598
A.mississippiensis	MIR-9599
A.mississippiensis	MIR-9600
A.mississippiensis	MIR-9602
A.mississippiensis	MIR-9603
A.mississippiensis	MIR-9605
A.mississippiensis	MIR-9606
A.mississippiensis	MIR-9607
A.mississippiensis	MIR-9613
A.vaga	Ava-NOVEL-1
A.vaga	Ava-NOVEL-10
A.vaga	Ava-NOVEL-2
A.vaga	Ava-NOVEL-3
A.vaga	Ava-NOVEL-4
A.vaga	Ava-NOVEL-5
A.vaga	Ava-NOVEL-6
A.vaga	Ava-NOVEL-7
A.vaga	Ava-NOVEL-8
A.vaga	Ava-NOVEL-9
A.suum	Asu-NOVEL-1
A.suum	Asu-NOVEL-2
A.suum	Asu-NOVEL-3
A.suum	Asu-NOVEL-4
A.suum	MIR-5342
A.suum	MIR-5345
A.suum	MIR-5347
A.suum	MIR-5350
A.suum	MIR-5353
A.suum	MIR-5355
A.suum	MIR-5357
A.suum	MIR-5359
A.suum	MIR-5360
A.suum	MIR-5361
A.suum	MIR-5363
A.suum	MIR-5364
Acanthomorpha	MIR-8160
Acoela	MIR-12497
Actinernussp.	Asp-NOVEL-1
Actinernussp.	Asp-NOVEL-2
Actinernussp.	Asp-NOVEL-3
Actinernussp.	Asp-NOVEL-4
Actinernussp.	Asp-NOVEL-5
Actinernussp.	Asp-NOVEL-6
Actinernussp.	Asp-NOVEL-7
Aculifera	MIR-12590
Ambulacraria	MIR-2006
Ambulacraria	MIR-2007
Ambulacraria	MIR-2008
Ambulacraria	MIR-2009
Ambulacraria	MIR-2011
Ambulacraria	MIR-2012
Amniota	MIR-1397
Amniota	MIR-1416
Amniota	MIR-490
Amphibia	MIR-12477
Amphibia	MIR-12609
Anenthemonae	MIR-2026
Anenthemonae	MIR-2028
Anenthemonae	MIR-2029
Anenthemonae	MIR-2037
Annelida	MIR-1995
Annelida	MIR-2692
Aparaglossata	MIR-970
Archosauria	MIR-1641
Arthropoda	IAB-4
Arthropoda	MIR-275
Arthropoda	MIR-276
Australidelphia	MIR-12474
Australidelphia	MIR-12475
Australidelphia	MIR-12476
Autobranchia	MIR-12589
B.floridae	MIR-4881
B.germanica	Bge-NOVEL-1
B.germanica	Bge-NOVEL-10
B.germanica	Bge-NOVEL-11
B.germanica	Bge-NOVEL-12
B.germanica	Bge-NOVEL-13
B.germanica	Bge-NOVEL-14
B.germanica	Bge-NOVEL-15
B.germanica	Bge-NOVEL-16
B.germanica	Bge-NOVEL-17
B.germanica	Bge-NOVEL-18
B.germanica	Bge-NOVEL-19
B.germanica	Bge-NOVEL-2
B.germanica	Bge-NOVEL-20
B.germanica	Bge-NOVEL-21
B.germanica	Bge-NOVEL-22
B.germanica	Bge-NOVEL-23
B.germanica	Bge-NOVEL-24
B.germanica	Bge-NOVEL-3
B.germanica	Bge-NOVEL-4
B.germanica	Bge-NOVEL-5
B.germanica	Bge-NOVEL-6
B.germanica	Bge-NOVEL-7
B.germanica	Bge-NOVEL-8
B.germanica	Bge-NOVEL-9
B.lanceolatum	Bla-NOVEL-1
B.lanceolatum	Bla-NOVEL-2
B.lanceolatum	Bla-NOVEL-3
B.lanceolatum	Bla-NOVEL-4
B.lanceolatum	Bla-NOVEL-5
B.lanceolatum	Bla-NOVEL-6
B.taurus	Bta-NOVEL-1
B.taurus	Bta-NOVEL-2
B.taurus	MIR-10182
B.taurus	MIR-11968
B.taurus	MIR-11989
B.taurus	MIR-11995
B.taurus	MIR-2285
B.taurus	MIR-2299
B.taurus	MIR-2313
B.taurus	MIR-2320
B.taurus	MIR-2328
B.taurus	MIR-2330
B.taurus	MIR-2331
B.taurus	MIR-2336
B.taurus	MIR-2367
B.taurus	MIR-2373
B.taurus	MIR-2382
B.taurus	MIR-2388
B.taurus	MIR-2408
B.taurus	MIR-2461
B.taurus	MIR-2468
B.taurus	MIR-2471
B.taurus	MIR-2475
B.taurus	MIR-3431
B.taurus	MIR-3432
B.taurus	MIR-3660
B.taurus	MIR-3957
B.taurus	MIR-6525
B.taurus	MIR-7858
B.taurus	MIR-7859
B.taurus	MIR-7861
B.taurus	MIR-7862
Bilateria	LET-7
Bilateria	MIR-1
Bilateria	MIR-103
Bilateria	MIR-124
Bilateria	MIR-133
Bilateria	MIR-137
Bilateria	MIR-153
Bilateria	MIR-190
Bilateria	MIR-193
Bilateria	MIR-2001
Bilateria	MIR-210
Bilateria	MIR-219
Bilateria	MIR-22
Bilateria	MIR-252
Bilateria	MIR-278
Bilateria	MIR-29
Bilateria	MIR-31
Bilateria	MIR-31
Bilateria	MIR-33
Bilateria	MIR-34
Bilateria	MIR-7
Bilateria	MIR-9
